Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Web links,Coordination,Last update,Coverage,Commands,On-air,Grid,Links,YSF Digital Enabled,DG-ID,Mixed-Mode,Nets,Notes,Affiliate,EchoLink,IRLP,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Local Network,Talkgroups,Worldwide English,North America,Simplex,TAC 310,TAC 311,DCI Bridge,Echo Test,Hytera USA Reflector,MPRG 2,BGV,NW7RG-USA,USA - Area 7 4647,Local/Cluster,Montana,MPRG,AllStar,WIRES-X,P25 Digital Enabled,NAC,Default Reflector,Parrot,Talkgroup Network,Idaho,Bandwidth,Feed
145.33,-0.6,103.5,K7RPT,"Pendleton, Deadman Pass",OR,OPEN,,127.2,WSW,,145.33,144.73,103.5,,Umatilla,On-Air,Amateur Radio Relay Group (ARRG),E-power.,http://www.arrg.org,ORRC,,Covers Pendleton to LaGrande.,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.6,5,100,WA7RVV,Medical Lake,WA,OPEN,EI,127.3,NW,,443.6,448.6,100,,Spokane,On-Air,,,,,,"Medical lake, Airway Heights, Fairchild AFB",,,,,,,,,,,254771,3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.8,5,123,KA7ENA,"Spokane, Booth Hill",WA,OPEN,,127.7,NW,,443.8,448.825,123,,Spokane,On-Air,KA7ENA,,,,,,,,,,,,,,Tower Mtn?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,KD7OCP,"Noxon, Green Mountain",MT,OPEN,,128.2,N,,145.33,144.73,100,,Sanders,On-Air,KD7OCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,103.5,W1KGK,"Missoula, Point Six",MT,OPEN,,128.5,E,,147.12,147.72,103.5,,Missoula,On-Air,,,,,,Western Montana from Idaho to Central Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,N7BFS,"Spokane, Five Mile",WA,OPEN,,129.7,NNW,,147.06,147.66,77,77,Spokane,On-Air,N7BFS,,,IACC,,,,,,,,,,,146.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.175,5,,N7BFS,"Spokane, Five Mile",WA,OPEN,,130,NNW,,444.175,449.175,,,Spokane,On-Air,N7BFS,,,IACC,,,,,DN17gr,,,,,,"Flat audio response, will pass DSTAR and Astro. For C4FM Astro use NAC 293",,,,,N7BFS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,293,,,,,,
444.85,5,,KC7MRQ,Ronan,MT,OPEN,W,130.4,NE,,444.85,449.85,,,Lake,Off-Air,,,,,,Local valley coverage,,,,,,Open ↑ / Open ↓,,,WIRES-X enabled 24/7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,11864,,,,,,,,
146.7,-0.6,162.2,KC7MRQ,Ronan,MT,OPEN,EA,130.4,NE,,146.7,146.1,162.2,162.2,Lake,Off-Air,,,,MRCC,,,,,,,,,,,,,274865,,,,,,,,,,,,,,,,,,,,,,,,,29115,,,,,,,,,
443.325,5,,W7TSC,Airway Heights,WA,OPEN,,130.5,NW,,443.325,448.325,,,Spokane,On-Air,W7TSC,,http://wa7dre.org,,,"Spokane County - West plains, West Spokane, Airway Heights, Four Lakes, Medical Lake",,,,,,Open ↑ / Open ↓,,,,Washington Digital Radio Enthusiasts group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5,-25,,N7ERT,"Pendleton, Cabbage Hill",OR,CLOSED,,131.1,WSW,,927.5,902.5,,,Umatilla,,,,,,,Wide area.,,Unknown,DN05ro,,,,,,Closed repeater. PL withheld by request.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,136.5,W7URG,"Pendleton, Cabbage Hill",OR,OPEN,,131.1,WSW,,444.975,449.975,136.5,,Umatilla,On-Air,W7URG - Umatilla Radio Group,3,,,,Wide area. I-84 East and West of Pendleton,,,DN05ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.05,5,100,W7UPS,"Ritzville , Adams County",WA,OPEN,I,132.6,WNW,,444.05,449.05,100,123,Asotin,On-Air,W7ups,,,,,20,,,,,,,,,,W7ups,,7073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,110.9,K7ZOX,Spirit Lake,ID,OPEN,,132.6,NNW,,442,447,110.9,,Kootenai,On-Air,,,,IACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,,WD7C,Ritzville,WA,OPEN,,132.6,WNW,,146.72,146.12,,,Adams,On-Air,WD7C,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,103.5,W7ZKH,"Pendleton, Cabbage Hill",OR,OPEN,,133.1,WSW,,146.88,146.28,103.5,,Umatilla,On-Air,W7URG - Umatilla Radio Group,,,,,"Wide area. Due to terrain, it primarily covers from the repeater location to the West/South/North. It can be used in east La Grande, but is rough. Not serviceable between La Grande and the pass through the canyon on I-84.",,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.56,-1.6,CSQ,N7NKT,"Pendleton, Cabbage Hill",OR,OPEN,,133.1,WSW,,224.56,222.96,CSQ,,Umatilla,On-Air,N7NKT,3,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,100,K7OJI,"Weiser, Sheep Creek",ID,OPEN,,133.9,SSW,,147.12,147.72,,,Washington,On-Air,Treasure Valley Radio Association (TVRA),"Autopatch, e-power, link.",http://www.K7OJI.us,UVHFS,,Wide area; Along the US Hwy 95 North of Weiser for another 50 miles.,,,,,,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,CC1,KC7AAD,"Spokane, Lookout Point",WA,OPEN,,135.9,NNW,,444.15,449.15,,,Spokane,On-Air,KC7AAD,,,IACC,,I-90 from Ritzville WA to Coeur d Alene ID,,,,,,,,,Updated Listing,PNW DMR,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,100,W7CMA,Polson,MT,OPEN,,137.1,NE,,145.35,144.75,100,,Lake,On-Air,FVRG,"Autopatch, e-power, linked, remote base.",,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.7,-5,123,W7UPS,"Lind, Lind Hill",WA,OPEN,,137.7,WNW,,448.7,443.7,123,,Adams,On-Air,W7UPS,,http://w7ups.com,,,Medium area.,,,,"Full-time to  
        145.39000 (W7UPS) at Kennewick, Horse Heaven Hills, WA .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,110.9,W7NYW,"Baker City, Beaver Mountain",OR,OPEN,E,138.9,SW,,145.27,144.67,110.9,110.9,Baker,On-Air,Eastern Oregon ARS,E-power.,,,,Wide area: Baker County. 60 mi radius.,,,,"Full-time to  
        145.15000 (W7NYW) at La Grande, Mount Fanny, OR .
 


Full-time to  
        145.17000 (W7NYW) at Ontario, Malheir, OR .",,,,,6,Baker ARC,414516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,100,K7OJI,"Huntington, Lime Hill",OR,OPEN,,138.9,SSW,,147.12,147.72,100,,Baker,On-Air,Treasure Valley Radio Association,"APRS, e-power, linked.",TVRA Repeaters,ORRC,,Wide area. Excelent coverage on I-84 from the east end of Ladd Canyon Canyon (~mp 270) to the Idaho border (mp 376). 75 mi radius.,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,100,K7OJI,"Huntington, Lime Hill",OR,OPEN,,138.9,SSW,,444.15,449.15,100,,Baker,On-Air,Treasure Valley Radio Association,5,TVRA Repeaters,ORRC,,"Wide area: Baker City, OR to Boise, ID. 50 mi radius.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.125,5,123,KI7BPY,Pendleton,OR,OPEN,W,139,WSW,,442.125,447.125,,,Umatilla,On-Air,Cookie Radio Club,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11982,,,,,,,,
444.825,5,,KI7BPY,"Pendleton, Mission",OR,OPEN,,139,WSW,,444.825,449.825,,,Umatilla,On-Air,Cookie Radio Club,,,,,,,,,,,,,,,,,,,KI7BPY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,,WB7TBN,"Priest River, Hoodoo Mountain",ID,OPEN,,141.3,NNW,,147.12,147.72,,,Bonner,Off-Air,Pend Oreille ARC,5,,UVHFS,,,,,DN18mb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,123,K7JEP,"Sandpoint, Hoodoo Mountain",ID,OPEN,I,141.3,NNW,,145.49,144.89,123,136.5,Bonner,On-Air,Bonner County Amateur Radio Club (BCARC),,http://www.k7jep.org,IACC,,,,,,"Full-time to  
        448.37500 (K7JEP) at Sandpoint, ID .
 


Full-time to  
        146.78000 (K7JEP) at Sagle, Gold Hill, ID .",,,,,,,,7612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,110.9,AA7WG,"Challis, Grouse Peak",ID,OPEN,,141.5,SE,,146.78,146.18,110.9,110.9,Custer,On-Air,AA7WG,"linked to 146.98 Salmon, Other links available",,,,"Most of Custer County Idaho, Highway 93",,,,,,,,,8,Custer County Civil Communications Association,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,100,KE7DTL,"Libby, Meadow Peak",MT,OPEN,,141.5,NNE,,145.31,144.71,100,,Lincoln,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,,KA7NBR,Anaconda,MT,OPEN,,143.8,ESE,,446.8,441.8,,,Deer Lodge,,KA7NBR,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,107.2,K0PP,Anaconda,MT,OPEN,,144.9,ESE,,147.08,147.68,107.2,,Deer Lodge,On-Air,Anaconda ARC,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,131.8,KB7IQN,Anaconda,MT,OPEN,,145.3,ESE,,53.03,52.03,131.8,,Deer Lodge,,KB7IQO,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.78,-0.6,123,K7JEP,"Sagle, Gold Hill",ID,OPEN,,146.8,N,,146.78,146.18,123,100,Bonner,On-Air,Bonner County Amateur Radio Club (BCARC),Linked to 443.375.,http://www.k7jep.org,IACC,,,,,,"Full-time to  
        448.37500 (K7JEP) at Sandpoint, ID .
 


Full-time to  
        145.49000 (K7JEP) at Sandpoint, Hoodoo Mountain, ID .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,110.9,WA7UOJ,"Deer Park, Scoop Mountain",WA,OPEN,,147.7,NNW,,444.95,449.95,110.9,110.9,Spokane,Off-Air,WA7UOJ,Linked,,IACC,,,,,DN17dw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.65,5,123,KA7ENA,"Deer Park, Scoop Mountain",WA,OPEN,,147.7,NNW,,444.65,449.65,123,,Spokane,Off-Air,KA7ENA,,,,,,,,DN17dw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,100,K7WIR,"Emmett, Squaw Butte",ID,OPEN,,148.4,S,,147.2,147.8,100,,Gem,On-Air,Western Idaho Amateur Radio Association,6,,UVHFS,,Wide area:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,K7LYY,"Lakeside, Blacktail Mountain",MT,OPEN,,149.6,NNE,,146.76,146.16,100,,Flathead,On-Air,Flathead Valley ARC,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,K7LYY,Blacktail Mountain,MT,OPEN,,149.6,NNE,,147.18,147.78,100,,Flathead,Testing,Flathead Valley Amateur Radio Club,,http://www.fvarc.org,,,Flathead Valley from West Glacier to Ronan,,,,Full-time to the  MRLA System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.86,-0.6,100,W7ZKA,"Lakeside, Blacktail Mountain",MT,OPEN,,149.6,NNE,,146.86,146.26,100,,Flathead,On-Air,Sam Waldenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.27,-0.6,127.3,AA7XM,Sandpoint,ID,OPEN,,149.7,N,,145.27,144.67,127.3,,Bonner,Off-Air,AA7XM,,,UVHFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.375,5,,K7JEP,Sandpoint,ID,OPEN,,149.7,N,,448.375,453.375,,,Bonner,On-Air,Bonner County Amateur Radio Club,,http://www.k7jep.org,,,,,,,"Full-time to  
        145.49000 (K7JEP) at Sandpoint, Hoodoo Mountain, ID .
 


Full-time to  
        146.78000 (K7JEP) at Sagle, Gold Hill, ID .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.025,0,,N7JCT,Sandpoint,ID,OPEN,,149.7,N,,446.025,446.025,,,Bonner,On-Air,N7JCT,,http://www.n7jct.org,,,Local.,Standard AllStar Commands,,,,,,,,Open node for anyone to use.  Control as you wish.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,,W7OHI,"Davenport, Teel Hill",WA,OPEN,,150,NW,,147.04,147.64,,,Lincoln,On-Air,LCRP,Linked.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.125,-25,103.5,NB7C,Payette,ID,OPEN,A,150.2,SSW,,927.125,902.125,103.5,103.5,Payette,On-Air,"Carl Sorensen, NB7C",,,UVHFS,,City of Payette.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29902,,,,,,,,,
443.05,5,114.8,NB7C,Payette,ID,OPEN,EI,150.2,SSW,,443.05,448.05,114.8,,Payette,On-Air,NB7C,EchoIRLP Node,,UVHFS,,,,,,,,,,,,,43417,3417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,94.8,KC7WFD,"Kennewick, Jump Off Joe",WA,CLOSED,,151,W,,147.08,147.68,94.8,,Benton,On-Air,KC7WFD,"E-power, autopatch.",,,,,,,,"Full-time to  
        147.12000 (KC7WFD) at Moxee City, WA .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,100,N7LZM,"Kennewick, Jump Off Joe",WA,OPEN,E,151,W,,145.41,144.81,100,,Benton,On-Air,N7LZM,Linked.,,,,Wide area.,,,,"Full-time to  
        146.96000 (AL1Q) at Walla Walla, Hertzer Peak, WA .
 


Full-time to  
        442.47500 (KD7LZN) at Naches, Whites Pass, WA .",,,,,,,380445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.775,5,100,W7JWC,Kennewick,WA,OPEN,I,151.2,W,,443.775,448.775,100,,Benton,On-Air,W7JWC,,,,,,,,,,,,,,,,,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,250.3,KD7JC,Kennewick,WA,OPEN,,151.2,W,,444.4,449.4,250.3,,Benton,Off-Air,KD7JC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.95,5,123,W7UPS,Kennewick,WA,OPEN,,151.2,W,,443.95,448.95,123,123,Benton,On-Air,W7UPS,Closed autopatch,http://w7ups.com,,,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,100,KA7ERV,"Lowman, Pilot Peak",ID,OPEN,,151.6,S,,145.31,144.71,100,,Boise,On-Air,KA7ERV,E-power (solar).,,,,,,,,,,,,,,Boise County ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,100,WB7TBM,"Newport, Cooks Mountain",WA,OPEN,,151.9,NNW,,147.12,147.72,100,,Pend Orielle,Off-Air,Thatuna Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.575,5,100,KB7TBN,"Newport, Cooks Mountain",WA,OPEN,,151.9,NNW,,444.575,449.575,100,,Pend Orielle,,PCARC,3,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.675,5,114.8,WB7UCI,Loon Lake,WA,PRIVATE,,153.6,NNW,,444.675,449.675,114.8,,Stevens,,WB7UCI,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,,N7LZM,"Kennewick, Johnson Butte",WA,OPEN,,154,W,,147.22,147.82,,,Benton,On-Air,N7LZM,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,100,W7AZ,"Kennewick, Johnson Butte",WA,OPEN,W,154,W,,146.64,146.04,100,100,Benton,On-Air,Tri-Cities ARC,E-power.,http://www.w7az.org,,,,,,DN06jc,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11962,,,,,,,,
443.15,5,100,K7RHB,Ontario,OR,OPEN,E,154.3,SSW,,443.15,448.15,100,,Malhuer,On-Air,,,,,,,,,,,,,,,2,,224189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.65,5,100,KC7BSA,Fruitland,ID,OPEN,I,154.7,SSW,,443.65,448.65,100,,Payette,On-Air,,,IRLP site,UVHFS,,,,,,,,,,,,,,3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,136.5,W7URG,"Ukiah, Carney Butte",OR,OPEN,,155.3,WSW,,444.95,449.95,136.5,,Umatilla,On-Air,W7URG - Umatilla Radio Group,4,,ORRC,,Umatilla Country and surrounding counties including Washington to the north. US395 North and south from the Washington boarder. More than 90 miles of I-84.,,,DN05mg,,,,,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,100,KB7SQE,Libby,MT,OPEN,,156.3,N,,444.825,449.825,100,,Lincoln,On-Air,KB7SQE,,,,,,,,,"Full-time to  
        147.26000 (WR7DW) at Olney, Werner Peak, MT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,,KB7SQE,Libby,MT,OPEN,I,156.3,N,,444.35,449.35,,100,Lincoln,On-Air,KB7SQE,,,MRCC,,,,,,146.29,,,,,,,,3056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.23,-0.6,100,K7MEE,"Sandpoint, Schweitzer Mountain",ID,OPEN,,156.6,N,,145.23,144.63,100,,Bonner,Off-Air,Bonner County,E-power.,,UVHFS,,"Bonner County, ID reaching into Boundary &amp; Kootenai Co., ID, Pend Oreille and parts of Spokane Co., WA and Sanders Co., MT",,,,"Full-time to  
        444.07500 (K7MEE) at Sandpoint, Schweitzer Mountain, ID .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.075,5,100,K7MEE,"Sandpoint, Schweitzer Mountain",ID,OPEN,A,156.6,N,,444.075,449.075,100,,Bonner,Off-Air,Bonner County,E-power.,,UVHFS,,"Bonner County, ID, into Boundary &amp; Kootenai Co., ID, Pend Orielle and parts of Spokane Co., WA, parts of Sanders Co., MT",,,,"Full-time to  
        145.23000 (K7MEE) at Sandpoint, Schweitzer Mountain, ID .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27010,,,,,,,,,
147.1,0.6,100,K7OJI,"Ontario, Malheur Butte",OR,OPEN,,157,SSW,,147.1,147.7,100,,Malhuer,On-Air,Tresure Valley Radio Assoc,"E-power, linked.",http://www.K7OJI.us,ORRC,,,,,DN14ka,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.17,-0.6,110.9,W7NYW,"Ontario, Malheir",OR,OPEN,,157,SSW,,145.17,144.57,110.9,,Malhuer,On-Air,TVRA Ham Club,E-power.,,,,Wide area.,,,,"Full-time to  
        145.15000 (W7NYW) at La Grande, Mount Fanny, OR .
 


Full-time to  
        145.27000 (W7NYW) at Baker City, Beaver Mountain, OR .",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.62,-0.6,123,WF7S,Pasco,WA,OPEN,W,157.2,W,,146.62,146.02,123,123,Franklin,On-Air,Spout Springs Repeater Association,,http://www.wf7s.net,,,"Tri-Cities Washington, north towards Wenatchee/Ephrata/Quincy",,,,"Full-time to  
        146.80000 (WF7S) at Elgin, Spout Springs Ski Resort, OR .",,,,Monday-Friday at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.45,-0.6,,K7SRG,Pasco,WA,OPEN,,158.3,W,,145.45,144.85,,,Franklin,On-Air,SRG,,http://www.srgclub.org,,,Part of SRG's wide area coverage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,W7VPA,"Richland , Rattlesnake Mtn",WA,OPEN,,158.3,W,,146.76,146.16,100,100,Benton,On-Air,Tri-Cities Amateur Radio Club,,,,,Very good coverage of the lower Columbia basin and out to Walla Walla.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.88,-1.6,100,KD7LXW,Emmett,ID,OPEN,E,158.9,S,,224.88,223.28,100,,Gem,On-Air,KD7LXW,6,,UVHFS,,Wide area. 75 mi radius.,,,,,,,,,,,182942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,,N7UBO,Emmett,ID,OPEN,,159,S,,147.22,147.82,,,Gem,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,,N7UBO,Emmett,ID,OPEN,,159,S,,147.22,147.82,,,Gem,On-Air,N7UBO,Yaesu System Fusion,,W7ZRQ,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.1,5,CC2 100.0,WR7HLN,"Dillon, Badger Pass",MT,OPEN,E,159.2,SE,,444.1,449.1,100,100,Beaverhead,On-Air,Mac Pass Repeater Group,E-power (solar),www.wr7hln.org,MRCC,,,,,,Full-time to the  Mac Pass Repeater Group System .,,,Yes; analog capable.,,"Repeater is on Solar Powered 24 hours a day, so is emergency use at all times. Also uses Internet via Ubiquiti 5.8Ghz Path. All repeater are on the Mac Pass Repeater Group. 
7,520'.",Mac Pass repeater Group,259336,,,,,,2,BrandMeister,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Sched    North America  1  93  PTT    TAC 310  1  310  PTT    TAC 311  1  311  PTT    DCI Bridge  1  3100  PTT    Parrot  1  9990  PTT    Hytera USA Reflector  1  31089  PTT    MPRG 2  1  31302  Full-Time    BGV  1  31303  Full-Time    NW7RG-USA  1  31304  PTT    USA - Area 7 4647  1  31607  PTT    Local/Cluster  2  2  Full-Time    Montana  2  3130  Full-Time    MPRG  2  31301  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,,1,1,1,,1,1,1,1,1,2,2,2,,,,,,1,,,,
146.62,-0.6,100,KA5LXG,Bigfork,MT,OPEN,,160,NNE,,146.62,146.02,100,,Flathead,On-Air,FVRG,"Autopatch, e-power",,,,Wide area.,,,,"Full-time to  
        147.14000 (K7KTR) at Plains, MT .
 


Full-time to  
        146.70000 (K7HR) at East Glacier, Mt Baldy, MT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,88.5,KA5LXG,Bigfork,MT,OPEN,,160,NNE,,442.075,447.075,88.5,,Flathead,,FVRG,"Autopatch, e-power, linked, remote base.",,,,Wide area.,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,100,WI7ATV,"Idaho City, Shafer Butte",ID,OPEN,,160.2,S,,145.47,144.87,100,100,Boise,On-Air,NB7C,,,W7ZRQ,,Treasure Valley  75 mile radius,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,Western Idaho Amateur Television/ Repeater Associa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.95,5,,W7URG,Hermiston,OR,OPEN,,160.3,W,,441.95,446.95,,,Umatilla,Off-Air,Umatilla Radio Group,,,,,Wide area. 75 mi radius.,,,,,,,,,,,,,,W7URG (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,103.5,AI7HO,"Plymouth, Sillusi Butte",WA,OPEN,E,160.6,W,,147.02,147.62,103.5,103.5,Benton,On-Air,Hermiston Amateur Radio Club (HARC),1,,,,,,,,,,,,,,,915855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,67,KC7RWC,"Plymouth, Sillusi Butte",WA,OPEN,,160.7,W,,145.49,144.89,67,,Benton,On-Air,Umatilla Co ARES,45,,,,"Plymouth, Umatilla, and Hermiston. 30 mi radius.",,,,"Part-time to  
        146.78000 (KC7SOY) at Heppner, Black Mountain, OR .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.84,-0.6,100,K7LBY,"Libby, King Mountain",MT,OPEN,,162.1,N,,146.84,146.24,100,,Lincoln,On-Air,Lincoln County Amateur Radio Group,,,,,South Lincoln County,,,,,,,,LDS Traffic Net: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.875,5,203.5,WA7BCA,West Richland,WA,CLOSED,,162.1,W,,442.875,447.875,203.5,,Benton,,Benton County ARES,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
